book_name,book_text
good_night_gorilla,"Good night, Gorilla. Good night, Elephant. Good night, Lion. Good night, Hyena. Good night, Giraffe. Good night, Armadillo. Good night, Little Giraffe. Good night, Little Elephant. Good night, dear. Good night. Good night. Good night. Good night. Good night. Good night. Good night, zoo. Good night, Gorilla. Zzzz."
goodnight_goodnight_construction_site,"Goodnight, Goodnight, Construction Site  
Down in the big construction site,  
The tough trucks work with all their might  
To build a building, make a road,  
To get the job done—load by load!  
The sun has set, the work is done;  
It’s time for trucks to end their fun.  
So one by one they’ll go to bed  
To yawn and rest their sleepy heads,  
Then wake up to another day  
Of rough-and-tough construction play!  
Working hard to help his team,  
Crane Truck raises one last beam.  
Reaching, stretching, lifting high,  
He swings the beam into the sky.  
He’ll set it down right on its mark,  
Then off to bed; it’s almost dark.  
He slowly folds his boom back in,  
And then with one last sleepy grin,  
He tucks himself in nice and tight (sigh!),  
Then cuddles up and says goodnight.  
Shh…goodnight, Crane Truck, goodnight.  
Spinning, churning all day long,  
Cement Mixer sings his whirly song.  
Now (yawn!) he’s weary  
and so dizzy,  
From the fun that keeps him busy.  
With one last spin, he pours the load.  
He’s ready now to leave the road.  
He takes a bath, gets shiny-bright,  
Pulls up his chute, turns off his light.  
He cuts his engine, slows his drum,  
And dreams sweet dreams of twirly fun.  
Shh…goodnight, Cement Mixer, goodnight.  
Dump Truck loves to work and haul.  
He carries loads both big and small,  
He moves the dirt from place to place,  
Then dumps it with a happy face.  
One final load spills on the heap (crrrunch!);  
Now Dump Truck’s tired and wants to sleep.  
He lowers his bed, locks his gate,  
Rests his wheels; it's getting late.  
He dims his lights, then shuts his doors,  
And soon his engine slows to snores.  
Shh...goodnight, Dump Truck, goodnight.  
Pushing with his mighty blade,  
Bulldozer works to smooth the grade.  
He clears the way to level ground,  
And fills the air with thunderous sound (roooaar!).  
No one’s as tough and strong as he,  
But now he’s sleepy as can be.  
He puffs some smoke out of his stack,  
Turns off his engine, stops his track.  
He curls into his soft dirt bed  
And dreams of busy days ahead.  
Shh…goodnight, Bulldozer, goodnight.  
Scooping gravel, dirt, and sand,  
Excavator shapes the land.  
He digs and lifts throughout the day (arrgh!),  
But now it’s time to end his play.  
A few more holes to dig and soon  
He’ll roll to bed beneath the moon.  
He twirls upon his bumpy track,  
Pulls up his boom, stretches his back.  
He sets his scoop down on the ground  
And snuggles up without a sound.  
Shh...goodnight, Excavator, goodnight.  
These big, big trucks, so tough and loud,  
They work so hard, so rough, and proud.  
Tomorrow is another day,  
Another chance to work and play.  
Turn off your engines, stop your tracks,  
Relax your wheels, your stacks, and backs.  
No more huffing and puffing, team:  
It's time to rest your heads and dream.  
Construction site, all tucked in tight,  
The day is done, turn off the light.  
Great work today!  
Now...shh...goodnight."
goodnight_moon,"In the great green room  
There was a telephone  
And a red balloon  
And a picture of—  

The cow jumping over the moon  

And there were three little bears sitting on chairs  

And two little kittens  
And a pair of mittens  

And a little toyhouse  
And a young mouse  

And a comb and a brush and a bowl full of mush  

And a quiet old lady who was whispering ""hush""  

Goodnight room  

Goodnight moon  

Goodnight cow jumping over the moon  

Goodnight light  
And the red balloon  

Goodnight bears  
Goodnight chairs  

Goodnight kittens  

And goodnight mittens  

Goodnight Nobody  

Goodnight clocks  
And goodnight socks  

Goodnight little house  

And goodnight mouse  

Goodnight comb  
And goodnight brush  

Goodnight room  

Goodnight nobody  

Goodnight mush  

Goodnight stars  

Goodnight air  

Nothing.  

Goodnight noises everywhere"
gossie,"This is Gossie. Gossie is a gosling. A small, yellow gosling who likes to wear bright red boots. Every day. She wears them when she eats. She wears them when she sleeps. She wears them when she rides. She wears them when she hides. But what Gossie really loves is to wear her bright red boots when she goes for walks. Every day. She walks backwards. She walks forwards. She walks uphill. She walks downhill. She walks in the rain. She walks in the snow. Gossie loves to wear her bright red boots! Every day. One morning Gossie could not find her bright red boots. She looked everywhere. Under the bed. Over the wall. In the barn. Under the hens. Gossie looked and looked for her bright red boots. They were gone. Gossie was heartbroken. Then she saw them. They were walking. On someone else's feet! ""Great boots!"" said Gertie. Gossie smiled. Gossie is a gosling. A small, yellow gosling who likes to wear bright red boots. Almost every day. Gossie is a gosling who likes to wear her bright red boots. Every day. One morning Gossie can't find them."
gossie_and_gertie,"This is Gossie. This is Gertie. Gossie wears bright red boots. Gertie wears bright blue boots. They are friends. Best friends. They splash in the rain. They play hide-and-seek in the daisies. They dive in the pond. They watch in the night. They play in the haystacks. Gossie and Gertie are best friends. Everywhere Gossie goes, Gertie goes too. ""Follow me!"" cried Gossie. Gossie marched to the barn. Gertie followed. ""Follow me!"" cried Gossie. Gossie sneaked to the sheep. Gertie followed. ""Follow me!"" cried Gossie. Gossie jumped into a mud puddle. Gertie did not follow. ""Follow me!"" shouted Gossie. Gertie followed a hopping frog. ""Follow me!"" shouted Gossie. But Gertie followed a butterfly. “Follow me!” shouted Gossie. Gertie followed a shiny blue beetle. ""Follow me!"" shouted Gossie as she followed Gertie. Gertie followed a trail of grain. ""Follow me!"" said Gertie. ""It's dinnertime!"" Gossie followed. Gossie and Gertie are friends. Best friends. Meet Gossie & Friends Gossie wears bright red boots. Gertie is Gossie's best friend. Peedie sometimes forgets things. BooBoo enjoys eating ""good food."" Ollie likes to get his way. Gideon does not like to nap! Jasper likes to be tidy. Joop likes to be messy. Gus likes to explore. Gemma is Gus's big sister. Gossie and Gertie are friends. Best friends. Everywhere Gossie goes, Gertie goes too. Or does she? Meet all of the goslings and read about their adventures! Gossie Plays HIDE and SEEK Gossie Gossie & Gertie Ollie Ollie the Stomper BooBoo Peedie Gideon Gideon & Otto Jasper & Joop Gemma & Gus Gus."
green_eggs_and_ham,"I am Sam I am Sam Sam I am That Sam-I-am! That Sam-I-am! I do not like that Sam-I-am! Do you like green eggs and ham? I do not like them, Sam-I-am. I do not like green eggs and ham. Would you like them here or there? I would not like them here or there. I would not like them anywhere. I do not like green eggs and ham. I do not like them, Sam-I-am. I do not like green eggs and ham Would you like them in a house? Would you like them with a mouse? I do not like them in a house. I do not like them with a mouse. I do not like them here or there. I do not like them anywhere. I do not like green eggs and ham. I do not like them, Sam-I-am. Would you eat them in a box? Would you eat them with a fox? Not in a box. Not with a fox. Not in a house. Not with a mouse. I would not eat them here or there. I would not eat them anywhere. I would not eat green eggs and ham. I do not like them, Sam-I-am. Would you? Could you? In a car? Eat them! Eat them! Here they are. I would not, could not, in a car. You may like them. You will see. You may like them in a tree! I would not, could not in a tree. Not in a car! You let me be. I do not like them in a box. I do not like them with a fox. I do not like them in a house. I do not like them with a mouse. I do not like them here or there. I do not like them anywhere. I do not like green eggs and ham. I do not like them, Sam-I-am. A train! A train! A train! A train! Could you, would you, on a train? Not on a train! Not in a tree! Not in a car! Sam! Let me be! I would not, could not, in a box. I could not, would not, with a fox. I will not eat them with a mouse. I will not eat them in a house. I will not eat them here or there. I will not eat them anywhere. I do not eat green eggs and ham. I do not like them, Sam-I-am. Say! In the dark? Here in the dark! Would you, could you, in the dark? I would not, could not, in the dark. Would you, could you, in the rain? I would not, could not, in the rain. Not in the dark. Not on a train. Not in a car. Not in a tree. I do not like them, Sam, you see. Not in a house. Not in a box. Not with a mouse. Not with a fox. I will not eat them here or there. I do not like them anywhere! You do not like green eggs and ham? I do not like them, Sam-I-am. Could you, would you, with a goat? I would not, could not, with a goat! Would you, could you, on a boat? I could not, would not, on a boat. I will not, will not, with a goat. I will not eat them in the rain. I will not eat them on a train. Not in the dark! Not in a tree! Not in a car! You let me be! I do not like them in a box. I do not like them with a fox. I will not eat them in a house. I do not like them with a mouse. I do not like them here or there. I do not like them anywhere! I do not like green eggs and ham! I do not like them, Sam-I-am. You do not like them. So you say. Try them! Try them! And you may. Try them and you may, I say. Sam! If you will let me be, I will try them. You will see. I do not like them here or there. I do not like them anywhere. I do not like green eggs and ham! Say! I like green eggs and ham! I do! I like them, Sam-I-am! And I would eat them in a boat. And I would eat them with a goat . . . And I will eat them in the rain. And in the dark. And on a train. And in a car. And in a tree. They are so good, so good, you see! So I will eat them in a box. And I will eat them with a fox. And I will eat them in a house. And I will eat them with a mouse. And I will eat them here and there. Say! I will eat them ANYWHERE! I do so like green eggs and ham! Thank you! Thank you, Sam-I-am!"
guess_how_much_I_love_you,"Little Nutbrown Hare, who was going to bed, held on tight to Big Nutbrown Hare’s very long ears. He wanted to be sure that Big Nutbrown Hare was listening. ""Guess how much I love you,"" he said. ""Oh, I don't think Big Nutbrown Hare had even longer arms. But I love you this much,"" he said. Hmm, that is a lot, thought Little Nutbrown Hare. “I love you as high as I can reach,” said Little Nutbrown Hare. ""I love you as high as I can reach,"" said Big Nutbrown Hare. That is quite high, thought Little Nutbrown Hare. I wish I had arms like that. Then Little Nutbrown Hare had a good idea. He tumbled upside down. “And I love you all the way up to your toes,” said Big Nutbrown Hare, swinging him up over his head. “I love you as high as I can hop!” laughed Little Nutbrown Hare, bouncing. ""But I love you as high as I can hop,"" smiled Big Nutbrown Hare—and he hopped so high that his ears touched the branches above. That's very far, thought Little Nutbrown Hare. He was almost too sleepy to think anymore. Then he looked beyond the thornbushes, out into the big dark night. Nothing could be farther than the sky. ""I love you right up to the moon,"" he said, and closed his eyes. ""Oh, that's far,"" said Big Nutbrown Hare. ""That is very, very far."" Big"
henry_and_mudge,"Henry had no brothers and no sisters. ""I want a brother,"" he told his parents. ""Sorry,"" they said. Henry had no friends on his street.

""I want to live on a different street,"" he told his parents. ""Sorry,"" they said. Henry had no pets at home. ""I want to have a dog,"" he told his parents. ""Sorry,"" they almost said.

But first they looked at their house with no brothers and sisters. Then they looked at their street with no children. Then they looked at Henry's face.

Then they looked at each other. ""Okay,"" they said. ""I want to hug you."" Henry told his parents. And he did.

Henry searched for a dog. ""Not just any dog,"" said Henry. ""Not a short one,"" he said. ""Not a curly one,"" he said. ""And no pointed ears.""

Then he found Mudge. Mudge had floppy ears, not pointed. And Mudge had straight fur, not curly. But Mudge was short. ""Because he was a puppy,"" Henry said. ""He'll grow.""

And did he ever!

He grew out of his puppy cage. He grew out of his dog cage. He grew out of seven collars in a row. And when he finally stopped growing...

he weighed one hundred eighty pounds, he stood three feet tall, and he drooled. ""I'm glad you're not short,"" Henry said.

And Mudge licked him, then sat on him.

Henry used to walk to school alone. When he walked he used to worry about tornadoes, ghosts, biting dogs, and bullies.

He walked as fast as he could. He looked straight ahead. He never looked back. But now he walked to school with Mudge.

And now when he walked, he thought about vanilla ice cream, rain, rocks, and good dreams. He walked to school but not too fast. He walked to school and sometimes backward.

He walked to school and patted Mudge's big head, happy.

Mudge loved Henry's room. He loved the dirty socks. He loved the stuffed bear. He loved the fish tank. But mostly he loved Henry's bed.

Because in Henry's bed was Henry. Mudge loved to climb in with Henry. Then he loved to smell him.

He smelled his lemon hair. He smelled his milky mouth. He smelled his soapy ears. He smelled his chocolate fingers.

Then he put his head by Henry's head. He looked at the fish tank. He looked at the bear. He looked at Henry. He licked him. And he fell asleep.

One day Mudge took a walk without Henry. The sun was shining, the birds were flying, the grass smelled sweet. Mudge couldn't wait for Henry. So he left.

He went down one road, sniffing the bushes, then down another road, kicking up dust. He went through a field, across a stream, into some pine trees.

And when he came out on the other side, he was lost.

He couldn't smell Henry. He couldn't smell his front porch. He couldn't smell the street he lived on. Mudge looked all around and didn't see anything or anyone he knew.

He whined a little, alone without Henry. Then he lay down, alone without Henry. He missed Henry's bed.

Henry thought Mudge would be with him always. He thought Mudge made everything safe. He thought Mudge would never go away.

And when Mudge did go away, when Henry called and called but Mudge didn't come, Henry's heart hurt and he cried for an hour. But when he finished crying, Henry said, ""Mudge loves me. He wouldn't leave. He must be lost.""

""So Henry walked and walked, and he called and called, and he looked and looked for his dog Mudge. He walked down one road, then down another road. The sun shone as Henry ran through a field, calling and calling.

The birds flew past as he stood beside a stream, calling and calling.

And the tears fell again as he looked at the empty pine trees for his lost dog. ""Mudge!"" he called, one last time.

And Mudge woke up from his lonely sleep, then came running.

Every day when Henry woke up, he saw Mudge's big head. And every day when Mudge woke up, he saw Henry's small face.

They ate breakfast at the same time, they ate supper at the same time.

And when Henry was at school, Mudge just lay around and waited. Mudge never went for a walk without Henry again. And Henry never worried that Mudge would leave.

Because sometimes, in their dreams, they saw long silent roads, big wide fields, deep streams, and pine trees.

In those dreams, Mudge was alone and Henry was alone. So when Mudge woke up and knew Henry was with him, he remembered the dream and stayed closer.

And when Henry woke up and knew Mudge was with him, he remembered the dream and the looking and the calling and the fear and he knew he would never lose Mudge again."
her_body_can,"Her body can smile, frown, rest or hustle! She's oh so much more than brains, bones and muscle. Her body can wear any color or costume. On the bus, at the park, on stage, in the classroom. Her body can play with all friends of each size. Worth is not measured by the shapes of our thighs. Her body can choose kale or cake—Yummy, Yummy! Food is her fuel and feels good in her tummy. Her body can run, jump, spin and dance. She's not afraid to give new moves a chance. Her body can shop at the stores she likes best. She gets to choose how she wants to dress. Her body can swim and splash in the pool. A one-piece or two-piece will help her stay cool. Her body can pose for pictures—Say Cheese! She'll love looking back at the fun memories. Her body is beautiful—strong, kind and wise. All bodies are lovely no matter their size. Her body can dream of the places she'll go; From Paris to London—perhaps Tokyo. Her body can know that words people say shouldn't hurt her or change her or push her away. Her body can look at herself in the mirror. She is perfectly perfect. It’s never been clearer! Her body can go over and under and through. And what her body can, darling, yours can do too. Dear Reader, We believe, in the depths of our souls, that all bodies are inherently good, capable and miraculous. As former little girls turned women, we are all too familiar with the limits society tries to set for us and what our culture expects a girl to look like, act like, and be like. We want to encourage girls from ages 1 to 101 that your body can. Your body's most important job is to carry you—an irreplaceable human being—through your life's journey. As you grow and experience life, it is important that you love your body and yourself with the entirety of your heart. What your body looks like is irrelevant. When you connect to your inner self and focus on what you can do, unconditionally loving and honoring your body becomes one of the centerpoints of life. Always treat your body like it's holding your inner child—who is worthy of respect and adoration no matter what. Whenever you feel like others may be telling you otherwise, just remember: You are amazing and so is your body. Love, K & A Ady Meschke and Katie Crenshaw are Atlanta-based bloggers and mothers working to spread messages of body positivity and self-love through honest conversations with their followers. Ady is an award-winning travel blogger for Verbal Gold Blog, and a body-inclusive activewear mogul who has been featured in national publications such as Shape and The Today Show. Katie is a nationally recognized body-positivity and mental health spokesperson who has been featured on Good Morning America, CNN and Inside Edition, and is the 2020 spokesperson for The Blue Dot Project. Her body is beautiful—strong, kind and wise. All bodies are lovely no matter their size. A book of poetic declarations of body positivity and self-love for all young girls."
hop_on_pop,"UP  
PUP  
Pup is up.

CUP  
PUP  
Pup in cup.

PUP  
CUP  
Cup on pup.

MOUSE  
HOUSE  
Mouse on house.

HOUSE  
MOUSE  
House on mouse.

ALL TALL  
We all are tall.

ALL SMALL  
We all are small.

ALL  
BALL  
We all play ball.

BALL  
WALL  
Up on a wall.

ALL FALL  
Fall off the wall.

DAY PLAY  
We play all day.

NIGHT FIGHT  
We fight all night.

HE  
ME  
He is after me.

HIM  
JIM  
Jim is after him.

SEE  
BEE  
We see a bee.

SEE  
BEE  
THREE  
Now we see three.

THREE  
TREE  
Three fish in a tree.

Fish in a tree?  
How can that be?

RED  
RED  
They call me Red.  

RED  
BED  
I am in bed.

RED  
NED  
TED  
and  
ED  
in  
BED

PAT  
PAT  
They call him Pat.

PAT  
SAT  
Pat sat on hat.

PAT  
CAT  
Pat sat on cat.

PAT  
BAT  
Pat sat on bat.

NO  
PAT  
NO  
Don't sit on that.

SAD  
DAD  
BAD  
HAD  
Dad is sad.  
Very, very sad.  
He had a bad day.  
What a day Dad had!

THING  
THING  
What is that thing?

THING SING  
That thing can sing!

SONG LONG  
A long, long song.  
Good-by, Thing.  
You sing too long.

WALK  
WALK  
We like to walk.

WALK TALK  
We like to talk.

HOP POP  
We like to hop.  
We like to hop on top of Pop.

STOP  
You must not hop on Pop.

Mr. BROWN  
Mrs. BROWN  
Mr. Brown upside down.

Pup up.  
Brown down.  
Pup is down.  
Where is Brown?

WHERE IS BROWN?  
THERE IS BROWN!  
Mr. Brown is out of town.

BACK  
BLACK  
Brown came back.  

Brown came back with Mr. Black.

SNACK  
SNACK  
Eat a snack.  

Eat a snack  
with Brown and Black.

Jump  
Bump  
He jumped.  
He bumped.  

Fast  
Past  
He went past fast.

WENT  
TENT  
SENT  
He went into the tent.

I sent him out of the tent.

WET  
GET  
Two dogs get wet.

HELP  
YELP  
They yelp for help.

HILL  
WILL  
Will went up hill.

WILL  
HILL  
STILL  
Will is  
up hill still.

FATHER  
MOTHER  
SISTER  
BROTHER  
That one is my other brother.

My brothers read a little bit.  
Little  
words  
like  
If and it.

My father can read big words, too.  
Like........  

Constantinople  
and  
Timbuktu

SAY  
SAY  
What does this say?  
seehemewe  
patpuppop  
hethreetreebee  
tophopstop  
Ask me tomorrow but not today.

all  
call  
ball  
wall  
fall  
tall  
small  
day  
way  
play  
say  
tent  
sent  
went  
hop  
top  
pop  
long  
song  
it  
bit  
jumped  
bumped  
upside down  
WHERE THERE"
how_to_catch_a_mermaid,"Last week I saw a mermaid. It's not something I'd pretend! I'd really like to catch her so she could be my friend. We'd have the best adventures. I'd learn her mermaid ways. We'd tour her mermaid city. We'd swim for days and days. Hey you two, come follow me! I need you on my team. The water's where we need to plan our mermaid-catching scheme. But how to catch a mermaid? You don’t learn this in school. We’ll need to build a gentle trap and start near the tide pool. First, I have this jewelry box; she’ll love this bait I bought her. She can’t resist a treasure chest! Oh, no! It’s in the water! Well, mermaids love bright, shiny things; a crown will catch her eye. We'll lure her in with this new trap and then our net will fly! Her seaweed lasso snatched the crown! We’ll need a different plan. Let's put a sparkly necklace down inside a giant clam. She switched the necklace with a rock to stop the clam from snapping. Now she has another prize. We need some better trapping! We made a lasso of our own and hid in the seaweed. She swam too fast for us to catch. Oh, when will we succeed? Now let’s try to switch it up and play some funky beats. Maybe that will draw her in? Oh, no! There are sharks! Retreat! We escaped from all the sharks. That was a scary scene. But now we get to up our game with this cool submarine! This submarine has robot arms to catch our fishy lass. But this mermaid can't be caught. She really is too fast! It's time to pull out all the stops. We have to be quite sneaky. But she heard our trap from far away—that treasure chest was creaky! Oh, no! Look out! The sharks are back! We’re doomed—what can we do? We used up all our traps and bait... Without some help we’re through! Benjamin asked, ""How do you like that? A real live mermaid!"" Our mermaid comes to save the day! She made a trap to save us. She scares the sharks and scoops us up—she really is courageous! I ran and got Hank. Granny, Hank, and I ran back to the dock. Hank had a plan! Hooray! We're safe and back on land. Three cheers to our mermaid! We'll miss her smart and clever tricks. We wish she could have stayed! How do you catch a mermaid? You must use your imagination! Get creative, smart, and clever to make the right creation!"
hush_baby_ghostling,"Hush, Baby Ghostling. The haunting hour is past. The bats have ceased their swooping and the dawn is coming fast. Doing is right. So nestle safe beside me in our happy haunted home, and dream a dream of darkness where the wild monsters roam. Dear Baby Ghostling. You're tucked in nice and tight. I'll leave some darkness in the hall if you're scared of the light. It's late, my dear. The sun is near. Just one last lullaby I'll wake you when the moon—once more—is shining in the sky. Doing it right. Sweet Baby Ghostling. What is that you hear? Songs and laughter in your room? It’s just the wind, my dear. Soon moon. Close your eyes and drift to sleep and dream of midnight skies. Of bats and banshee cries. Poor Baby Ghostling. Mr. Bones is gone? You think somebody stole him when you closed your eyes to yawn? Here he is, my darling—sleeping safe beneath your bed. Have no fear. Just hold him near and rest your sleepy head. Yes, Baby Ghostling. I’ll turn the darkness on, and I won’t turn it off again till all your fears are gone. Yes, Baby Ghostling. I’ll watch for danger, and warn both of us again if all you have is a game. Now dream a little nightmare while the ghoulies dance and sway. What, Baby Ghostling? You’ve had another scare? You’ve seen a boy with ten pink toes, blue eyes, and golden hair? Of course I’ll search your closet. Every pocket. Every sleeve. But please don’t fear the childlings, dear. They’re only make-believe. Hush, Baby Ghostling. I've nothing left to do but hug and kiss you once again and whisper . . . I love you."
